,Exposure,Car Age,Driver Age,Density,Claims,Power,Brand,Gas,Region
3183,0.13381267,3.5501273,53.70029,2335.9033,ClaimNb_0,Power_e,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R52
3184,0.16941512,0.62406063,51.31392,-357.44714,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R72
3185,1.0633395,4.528123,73.49977,398.25342,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3186,0.8763651,1.9679608,55.80127,654.12744,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R11
3187,0.3543936,10.82117,59.8305,205.9259,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3188,0.25300583,4.9462533,29.350891,445.88928,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3189,0.5243034,22.48831,56.674236,1515.623,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3190,0.05552423,2.8141236,18.957945,4226.776,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3191,0.8744501,8.043158,37.008316,-780.78235,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R11
3192,0.6091306,2.8214092,53.32934,-153.62268,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3193,0.25179645,5.3134403,31.520054,-442.74963,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3194,0.15198505,10.935858,42.998363,-439.53284,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3195,1.0013936,5.195576,60.904427,-856.1332,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
3196,1.0816097,27.490784,53.305122,10734.25,ClaimNb_0,Power_f,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R52
3197,1.1642389,25.99398,26.249258,5536.67,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3198,1.1145475,16.091064,57.34538,162.82812,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3199,0.6586125,9.540127,29.807388,822.2627,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3200,0.11217329,-1.4097714,49.08496,630.53625,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3201,0.49326503,5.5435033,37.62849,1522.3506,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3202,1.0765119,5.066106,45.45281,7013.3916,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3203,0.8462429,1.8715496,34.296196,-362.50256,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R52
3204,0.013891637,18.075294,43.344666,476.76147,ClaimNb_0,Power_i,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3205,0.19831362,1.8001924,53.3535,142.87378,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
3206,0.24096161,-4.479652,70.61287,17428.56,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3207,0.31828734,3.5972667,59.385567,544.7086,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3208,0.6700342,3.283372,43.602715,-692.69055,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R72
3209,0.69778824,7.913209,48.037624,-574.2438,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3210,1.253351,18.916477,38.29365,3395.175,ClaimNb_0,Power_k,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3211,0.4236463,23.907051,46.054478,156.45422,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R72
3212,0.08606359,6.2178936,47.929443,644.1638,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3213,0.55757666,4.063554,53.70735,4478.0464,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3214,0.6261463,5.9285426,36.42498,-259.72546,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R11
3215,0.019577622,10.764802,27.261723,-264.12097,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
3216,0.7986722,9.36369,39.90806,3532.9473,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3217,0.99594605,7.056845,66.479164,-848.4564,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3218,0.38136742,2.01933,52.8579,-516.0526,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3219,0.4876782,5.2375207,55.23183,-90.64441,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R72
3220,0.47187263,0.30636787,21.742838,14248.069,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3221,0.16221526,-0.69224215,59.80371,1976.0262,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R31
3222,0.3668903,1.927875,47.28639,-238.62927,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
3223,1.087748,5.807367,39.173077,126.31384,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R31
3224,-0.11676848,17.231451,44.218163,11717.2705,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
3225,0.8012339,14.345305,40.311882,489.7417,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3226,0.8535868,5.543811,23.609428,1328.4697,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
3227,0.28661004,11.984363,31.491753,-198.44446,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3228,1.1241947,9.531422,61.969086,-954.8739,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R52
3229,0.059234977,9.302134,30.575489,164.06567,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R52
3230,0.16571355,8.550609,37.32351,596.9623,ClaimNb_0,Power_d,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
3231,0.7431101,1.7724686,30.207266,8125.392,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
3232,0.13158536,3.8850594,29.47142,8505.349,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R11
3233,0.13855624,10.812266,51.600143,-17.411377,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R54
3234,0.2905476,0.696116,51.675533,1833.4114,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
3235,0.6416344,8.412342,25.86736,8492.193,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
3236,1.0013342,11.390537,41.761135,-562.2108,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
3237,0.12072289,6.379878,76.02195,5661.739,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3238,0.09982464,8.964739,33.85627,407.67786,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3239,0.016122282,4.3716044,29.134384,61.44043,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3240,0.3851715,-0.00166893,-21.025253,6944.1807,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R72
3241,0.5800335,8.319766,57.662075,-442.57092,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3242,0.80238014,8.072286,49.152496,1224.6758,ClaimNb_1,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R25
3243,0.44230384,12.508669,42.15293,-463.65417,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3244,0.101267904,8.004798,30.22934,-997.93787,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R52
3245,0.9153979,2.274448,48.496857,-450.21423,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R11
3246,0.41162327,6.9846783,45.652058,12052.838,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3247,0.785131,7.853249,41.8431,-1096.4774,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
3248,0.3305815,11.401135,45.480755,-576.94543,ClaimNb_1,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3249,0.41663498,11.937994,48.70558,-381.95227,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3250,0.18728122,8.6556425,49.200497,254.03369,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3251,0.34704006,2.2603912,31.371204,-295.23987,ClaimNb_0,Power_k,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3252,0.4972469,-0.89429426,20.54695,1710.0024,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R31
3253,0.8856981,23.344458,47.07087,116.73779,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
3254,0.08073974,14.35417,27.023905,2092.337,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3255,0.90090215,21.04758,65.498665,10338.563,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R72
3256,0.8258765,6.9038935,51.272427,-953.01746,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3257,1.0148389,7.48616,42.41841,2439.4648,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3258,0.49467552,3.3815846,61.875175,7350.0635,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3259,0.5517186,10.835615,42.19615,-772.349,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R25
3260,0.4955328,19.57368,34.261787,-662.713,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3261,0.5472981,8.242179,49.794037,2985.5698,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
3262,0.47975117,-0.42166185,30.094017,9.981934,ClaimNb_1,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R72
3263,0.69910145,16.850367,51.39265,8.650513,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R31
3264,1.0154912,9.443647,55.946404,-697.9713,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3265,0.7402285,10.826572,44.703938,230.88354,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3266,0.39057815,20.50815,32.41954,25.232666,ClaimNb_0,Power_d,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
3267,0.08034301,2.1733704,27.513601,-495.266,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R25
3268,0.97185767,2.6953197,54.813828,-1669.3912,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R72
3269,0.72410053,9.387836,40.84429,-571.1566,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R11
3270,0.10598871,6.9370494,52.04376,1124.3422,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3271,0.50568867,7.6148496,54.398148,959.1271,ClaimNb_1,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3272,0.5718134,9.83263,60.250698,200.45459,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3273,0.019115448,7.1246,35.5011,883.72534,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3274,1.1907456,7.4583464,28.143927,5840.1924,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R72
3275,0.5165362,-1.549254,33.662357,1607.4729,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R52
3276,0.99588567,8.497004,41.17113,849.198,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R11
3277,0.23211813,9.746409,32.092857,1017.6735,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3278,0.8433043,10.522078,70.6868,-670.23425,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3279,0.53701746,6.9083595,60.232964,2256.017,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
3280,0.7884656,16.13678,30.81245,-132.04456,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R72
3281,1.0834554,11.521833,60.22963,-235.26135,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3282,0.45305496,0.7466326,24.221214,4428.988,ClaimNb_0,Power_k,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3283,0.78946537,12.994669,40.78449,274.29712,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3284,0.67268103,5.2759857,32.64379,-536.1969,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R52
3285,0.53512233,6.285604,44.153786,-314.0077,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
3286,0.76406986,8.193723,39.19984,8121.658,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3287,0.60180485,13.028875,29.456276,288.97986,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
3288,1.0532339,17.795362,56.17347,972.47015,ClaimNb_0,Power_d,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R11
3289,0.32800576,5.0553737,58.433758,585.2178,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3290,0.75803876,2.4589448,54.937283,-731.59827,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3291,0.2837784,1.9016218,54.923508,5717.772,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R72
3292,0.2537016,3.34799,28.630089,719.8479,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R31
3293,0.79760575,4.571914,37.192894,-778.2379,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3294,0.80254,6.054254,44.759632,-1162.6263,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
3295,0.89830303,-6.720986,39.51771,14298.785,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3296,1.013515,8.016785,57.919456,2643.909,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R31
3297,0.19221935,6.7316227,37.241714,139.53076,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
3298,0.76199853,14.133428,35.70466,139.92297,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Regular,Region_R72
3299,0.086847335,2.45926,52.362785,129.62354,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3300,1.1707512,12.324801,64.1956,-1278.7819,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R31
3301,-0.04720944,24.268755,29.925743,429.27917,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R54
3302,-0.19081509,16.309744,33.175247,-473.26624,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
3303,0.45803335,1.0344753,12.643013,323.0431,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R72
3304,0.6115609,4.493926,56.472412,502.08557,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
3305,0.58304715,1.8119936,49.27362,77.38843,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3306,1.1305659,6.5713487,70.68324,-622.0973,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3307,0.83542013,5.844573,56.415173,-683.4564,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3308,0.34892982,2.3515577,41.4362,-470.97522,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R11
3309,0.8033048,6.219224,49.401855,-918.87146,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
3310,0.9727042,1.0498676,41.91278,-1473.6312,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3311,1.1903989,7.331505,60.38527,-1725.8536,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3312,0.92821723,4.2368965,65.70378,109.0874,ClaimNb_0,Power_d,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R11
3313,0.3751499,1.8440266,32.524853,80.83325,ClaimNb_0,Power_k,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3314,0.18846804,4.3886414,42.810116,218.25366,ClaimNb_0,Power_j,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3315,0.27665332,6.783225,47.674294,4182.6133,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3316,0.94522667,5.112563,54.346275,-1374.1049,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R11
3317,0.75558984,11.36243,42.257652,-142.9447,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3318,1.0200832,3.753678,44.623753,-1271.7404,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3319,0.5505603,3.2850814,47.619385,6376.1367,ClaimNb_0,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3320,0.45094144,9.115858,13.622644,2504.2905,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R24
3321,0.21352336,18.385677,33.511658,13397.594,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R11
3322,0.6647474,12.647563,37.61403,9629.907,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R25
3323,0.23169264,5.108758,39.4375,214.6311,ClaimNb_0,Power_e,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R52
3324,0.13442147,3.0829258,47.80146,776.14294,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R52
3325,0.67837787,9.931079,40.61126,-1538.0184,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3326,0.27302417,3.324287,35.15278,-468.72278,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3327,0.9893366,11.729254,34.603218,1030.4619,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3328,0.391649,5.1103487,49.645596,118.57031,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3329,0.7608078,11.292026,57.02261,-548.5104,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3330,0.6073389,15.32859,39.102135,-882.504,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3331,0.71971124,9.809185,42.042587,530.069,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R53
3332,0.46453062,3.1957674,49.46141,92.17517,ClaimNb_1,Power_h,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3333,0.94646454,13.346774,51.63932,-449.31848,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3334,0.5064786,10.548091,53.680416,-255.59119,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R11
3335,0.8790477,15.926779,41.384254,4036.0903,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R11
3336,0.9802666,6.3192263,35.224087,-348.25647,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3337,0.08874744,2.2095351,47.444206,1138.2712,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3338,1.1353846,8.394765,70.13027,-1512.0045,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3339,0.85840476,1.456892,42.545692,2320.0605,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R72
3340,0.44971433,13.661406,48.656837,481.33838,ClaimNb_0,Power_g,"Brand_Opel, General Motors or Ford",Gas_Diesel,Region_R25
3341,0.8938223,14.097284,69.765976,388.91077,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3342,0.55570585,3.2951636,42.692764,-1937.1456,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
3343,1.144042,9.271419,56.296883,-151.21765,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3344,0.3532909,7.7331314,40.053303,-77.66394,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
3345,0.6018349,14.197953,58.832275,-320.13562,ClaimNb_0,Power_g,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3346,0.4177422,3.772513,35.296688,-634.03015,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3347,0.9174189,10.558787,26.607313,1658.6211,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
3348,1.0806141,4.881111,57.9556,-1054.3368,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3349,0.9460693,15.316676,47.14173,-985.5111,ClaimNb_0,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R25
3350,0.5027659,4.2015896,33.179436,-547.15784,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3351,0.5378959,1.6297693,48.34113,9836.274,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3352,0.61880827,12.184978,59.707603,-108.75891,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R24
3353,1.0081731,8.523559,62.296963,-496.8944,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3354,0.56782013,0.2478962,54.18911,1322.9711,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3355,1.2293603,4.993601,44.587254,83.548706,ClaimNb_1,Power_g,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
3356,0.84830636,3.832255,35.58235,12404.384,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3357,1.227436,9.057842,82.805046,-176.39954,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3358,0.043304145,5.0378275,56.689823,8281.1455,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3359,0.08125955,3.1995964,47.19398,511.1089,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R11
3360,0.17863545,10.253901,67.80299,2386.6875,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3361,0.7918429,25.305477,47.708492,2345.3774,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3362,0.8568331,7.2102833,56.60819,-747.1786,ClaimNb_0,Power_i,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R53
3363,0.5076064,8.400605,46.366238,-375.6222,ClaimNb_0,Power_d,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Regular,Region_R11
3364,0.6104058,2.7435832,46.82537,3989.8254,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R24
3365,1.1471611,3.5693128,62.842667,2184.6497,ClaimNb_0,Power_j,Brand_Japanese (except Nissan) or Korean,Gas_Diesel,Region_R54
3366,0.21496114,-1.1694322,30.997768,1801.1686,ClaimNb_0,Power_d,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3367,1.2331059,6.047482,58.566906,159.9679,ClaimNb_0,Power_f,"Brand_Renault, Nissan or Citroen",Gas_Regular,Region_R24
3368,0.9164327,3.4977632,27.445597,12031.976,ClaimNb_0,Power_d,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3369,0.4060937,1.6054769,56.464825,9374.77,ClaimNb_0,Power_m,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3370,0.15216273,3.182209,45.018074,140.6925,ClaimNb_0,Power_f,"Brand_Volkswagen, Audi, Skoda or Seat",Gas_Diesel,Region_R52
3371,1.1122915,-1.0570855,35.759888,2312.5232,ClaimNb_0,Power_f,Brand_Japanese (except Nissan) or Korean,Gas_Regular,Region_R11
3372,0.4367599,1.8877897,60.36569,4565.109,ClaimNb_0,Power_e,"Brand_Renault, Nissan or Citroen",Gas_Diesel,Region_R31
